RE	best_category	fraction
AABA	GTACAA_132_CCTCGA_228	0.01775147928994083
AABB	GTACAA_132_CCTCGA_228	0.986500402614108
AABL	GTACAA_132_CCTCGA_228	0.9667765425483814
AABS	GTACAA_132_CCTCGA_228	0.9694551316330946
AABp	GTACAA_132_CCTCGA_228	0.9691816634360835
ABBB	GTACAA_132_CCTCGA_228	0.0007886435331230284
ABBL	GTACAA_132_CCTCGA_228	0.0005285412262156448
ALBB	GTACAA_132_CCTCGA_228	0.0017465556295696285
ASBB	GTACAA_132_CCTCGA_228	0.0029519770885474755
ASBL	GTACAA_132_CCTCGA_228	0.0003940110323089047
ASBp	GTACAA_132_CCTCGA_228	0.00041736227045075126
ApBB	GTACAA_132_CCTCGA_228	0.0009040381061870524
BABB	GTACAA_132_CCTCGA_228	0.8436819601956704
BABL	GTACAA_132_CCTCGA_228	0.7174054364661335
BABS	GTACAA_132_CCTCGA_228	0.46707886625312156
BABp	GTACAA_132_CCTCGA_228	0.7420300934116093
BBBB	GTACAA_132_CCTCGA_228	0.0035669777969938197
BBBL	GTACAA_132_CCTCGA_228	0.0007413672455207246
BBBS	GTACAA_132_CCTCGA_228	0.003954870182690553
BLBB	GTACAA_132_CCTCGA_228	0.0008769369768289601
BLBL	GTACAA_132_CCTCGA_228	0.003769576401121507
BLBS	GTACAA_132_CCTCGA_228	0.0005820721769499418
BLBp	GTACAA_132_CCTCGA_228	0.0006843995051300895
BSBB	GTACAA_132_CCTCGA_228	0.0012688968831490173
BSBL	GTACAA_132_CCTCGA_228	0.0006150061500615006
BpBB	GTACAA_132_CCTCGA_228	0.003910293447704974
BpBL	GTACAA_132_CCTCGA_228	0.003175154656089252
BpBS	GTACAA_132_CCTCGA_228	0.002040508278356626
BpBp	GTACAA_132_CCTCGA_228	0.0029161809925797996
LABB	GTACAA_132_CCTCGA_228	0.6844054075942552
LABL	GTACAA_132_CCTCGA_228	0.6152077822588503
LABS	GTACAA_132_CCTCGA_228	0.4282286582935981
LABp	GTACAA_132_CCTCGA_228	0.6130396128418075
LBBB	GTACAA_132_CCTCGA_228	0.0018647458398615415
LBBL	GTACAA_132_CCTCGA_228	0.003048780487804878
LBBS	GTACAA_132_CCTCGA_228	0.0006293266205160479
LBBp	GTACAA_132_CCTCGA_228	0.00019193857965451057
LLBB	GTACAA_132_CCTCGA_228	0.002460426511165477
LLBL	GTACAA_132_CCTCGA_228	0.0034230712997075363
LSBB	GTACAA_132_CCTCGA_228	0.0013496601335873269
LSBL	GTACAA_132_CCTCGA_228	0.0018069812362030905
LSBS	GTACAA_132_CCTCGA_228	0.0010497724027476556
LSBp	GTACAA_132_CCTCGA_228	0.0009130921024444439
LpBB	GTACAA_132_CCTCGA_228	0.00043634576247393846
LpBS	GTACAA_132_CCTCGA_228	0.00027271204278190344
LpBp	GTACAA_132_CCTCGA_228	0.00027078917010248625
SABB	GTACAA_132_CCTCGA_228	0.6115558481568388
SABL	GTACAA_132_CCTCGA_228	0.45553012711327245
SABS	GTACAA_132_CCTCGA_228	0.2789983352571992
SABp	GTACAA_132_CCTCGA_228	0.29150554466453316
SBBB	GTACAA_132_CCTCGA_228	0.002411671855467406
SBBL	GTACAA_132_CCTCGA_228	0.00019083969465648855
SBBp	GTACAA_132_CCTCGA_228	0.0005677318701293368
SLBB	GTACAA_132_CCTCGA_228	0.0007785310261614322
SSBB	GTACAA_132_CCTCGA_228	0.0003184713375796178
SSBL	GTACAA_132_CCTCGA_228	0.0022883024044297135
SpBB	GTACAA_132_CCTCGA_228	0.0015993785190901184
SpBL	GTACAA_132_CCTCGA_228	0.0006508137673129119
SpBS	GTACAA_132_CCTCGA_228	0.0003677683421924966
SpBp	GTACAA_132_CCTCGA_228	0.0008682207107843599
pABB	GTACAA_132_CCTCGA_228	0.7703223752844912
pABL	GTACAA_132_CCTCGA_228	0.6601202719424187
pABS	GTACAA_132_CCTCGA_228	0.5161697641900573
pABp	GTACAA_132_CCTCGA_228	0.7463569869551692
pBBB	GTACAA_132_CCTCGA_228	0.003693980131664006
pBBL	GTACAA_132_CCTCGA_228	0.0008912339731953087
pBBS	GTACAA_132_CCTCGA_228	0.0015598459751038328
pLBB	GTACAA_132_CCTCGA_228	0.0003633720930232558
pLBL	GTACAA_132_CCTCGA_228	0.0009614441720525964
pSBB	GTACAA_132_CCTCGA_228	0.0021800755669521598
pSBL	GTACAA_132_CCTCGA_228	0.0010656502711700665
pSBS	GTACAA_132_CCTCGA_228	0.002347417840375587
ppBB	GTACAA_132_CCTCGA_228	0.0012064607861820655
AApp	GTACAA_132_CCTCGA_248	0.00012840267077555214
6merx1	GTACAA_132_CCTCGA_261	0.004456640251037123
6merx2	GTACAA_132_CCTCGA_261	0.006137421702780026
7mera1x1	GTACAA_132_CCTCGA_261	0.003821976963608178
7mera1x2	GTACAA_132_CCTCGA_261	0.00820335959559396
7merm8x1	GTACAA_132_CCTCGA_261	0.0035924910157977565
7merm8x2	GTACAA_132_CCTCGA_261	0.005402910514836969
7pcx1	GTACAA_132_CCTCGA_261	0.011138162606163498
7pcx2	GTACAA_132_CCTCGA_261	0.0275098133534214
AAAB	GTACAA_132_CCTCGA_261	0.9868929925700841
AABB	GTACAA_132_CCTCGA_261	0.0015413921602713402
AALB	GTACAA_132_CCTCGA_261	0.0007936507936507937
AASB	GTACAA_132_CCTCGA_261	0.007975037109614249
AApB	GTACAA_132_CCTCGA_261	0.002266700902701736
ABAB	GTACAA_132_CCTCGA_261	0.9781987491913966
ABBB	GTACAA_132_CCTCGA_261	0.004414607738778435
ABLB	GTACAA_132_CCTCGA_261	0.006108351179524258
ABSB	GTACAA_132_CCTCGA_261	0.0008990501948755859
ABpB	GTACAA_132_CCTCGA_261	0.003443321936219362
ALAB	GTACAA_132_CCTCGA_261	0.9575615033098832
ALBB	GTACAA_132_CCTCGA_261	0.008693007576631178
ALLB	GTACAA_132_CCTCGA_261	0.0008431703204047217
ALSB	GTACAA_132_CCTCGA_261	0.0012984161009811522
ALpB	GTACAA_132_CCTCGA_261	0.002642787320206675
ASAB	GTACAA_132_CCTCGA_261	0.9384939952501018
ASBB	GTACAA_132_CCTCGA_261	0.001530388717692752
ASLB	GTACAA_132_CCTCGA_261	0.0007782451353758123
ASSB	GTACAA_132_CCTCGA_261	0.006964649624439049
ASpB	GTACAA_132_CCTCGA_261	0.002687569758923776
ApAB	GTACAA_132_CCTCGA_261	0.9676383383776502
ApBB	GTACAA_132_CCTCGA_261	0.003293107015359939
ApLB	GTACAA_132_CCTCGA_261	0.003259502421127921
AppB	GTACAA_132_CCTCGA_261	0.0009276437847866419
BAAB	GTACAA_132_CCTCGA_261	0.9588953995023075
BABB	GTACAA_132_CCTCGA_261	0.004695746746796654
BALB	GTACAA_132_CCTCGA_261	0.0012906223002898548
BASB	GTACAA_132_CCTCGA_261	0.0021925613096452135
BBAB	GTACAA_132_CCTCGA_261	0.6423061750507906
BBBB	GTACAA_132_CCTCGA_261	0.005610433921092048
BBLB	GTACAA_132_CCTCGA_261	0.019830360052134247
BBSB	GTACAA_132_CCTCGA_261	0.0051379260087090674
BBpB	GTACAA_132_CCTCGA_261	0.0025773982441406338
BLAB	GTACAA_132_CCTCGA_261	0.546532326117265
BLBB	GTACAA_132_CCTCGA_261	0.010789716502786992
BLSB	GTACAA_132_CCTCGA_261	0.0012292038027332144
BLpB	GTACAA_132_CCTCGA_261	0.0016712528577989502
BSAB	GTACAA_132_CCTCGA_261	0.7528667867753251
BSBB	GTACAA_132_CCTCGA_261	0.004769746599805757
BSLB	GTACAA_132_CCTCGA_261	0.001922262464585098
BSSB	GTACAA_132_CCTCGA_261	0.0022478150752516233
BSpB	GTACAA_132_CCTCGA_261	0.006136291261189645
BpAB	GTACAA_132_CCTCGA_261	0.6463984148560663
BpBB	GTACAA_132_CCTCGA_261	0.003773215683483954
BpLB	GTACAA_132_CCTCGA_261	0.002280844879976181
BpSB	GTACAA_132_CCTCGA_261	0.0030967652941582178
BppB	GTACAA_132_CCTCGA_261	0.003470199160849411
LAAB	GTACAA_132_CCTCGA_261	0.9106115280714568
LABB	GTACAA_132_CCTCGA_261	0.0033286557245860346
LALB	GTACAA_132_CCTCGA_261	0.0032471582862489533
LASB	GTACAA_132_CCTCGA_261	0.0035922336029544527
LApB	GTACAA_132_CCTCGA_261	0.0013986013986013986
LBAB	GTACAA_132_CCTCGA_261	0.33958866879067595
LBBB	GTACAA_132_CCTCGA_261	0.0024278511813442716
LBSB	GTACAA_132_CCTCGA_261	0.003245161032046278
LBpB	GTACAA_132_CCTCGA_261	0.006931324625531629
LLAB	GTACAA_132_CCTCGA_261	0.35058318136168864
LLBB	GTACAA_132_CCTCGA_261	0.0011670957044589468
LLLB	GTACAA_132_CCTCGA_261	0.002127142572013988
LLSB	GTACAA_132_CCTCGA_261	0.003935793855510463
LLpB	GTACAA_132_CCTCGA_261	0.002127018958755827
LSAB	GTACAA_132_CCTCGA_261	0.19567991995822426
LSBB	GTACAA_132_CCTCGA_261	0.0026931845103995854
LSSB	GTACAA_132_CCTCGA_261	0.0012839082807792872
LSpB	GTACAA_132_CCTCGA_261	0.0030170863999044316
LpAB	GTACAA_132_CCTCGA_261	0.24907988722404983
LpBB	GTACAA_132_CCTCGA_261	0.002090670632310902
LpLB	GTACAA_132_CCTCGA_261	0.003422141325839299
LpSB	GTACAA_132_CCTCGA_261	0.003501323671143969
LppB	GTACAA_132_CCTCGA_261	0.0017981996686805691
SAAB	GTACAA_132_CCTCGA_261	0.9372477193745838
SABB	GTACAA_132_CCTCGA_261	0.0016810323636653828
SALB	GTACAA_132_CCTCGA_261	0.001603199408161358
SASB	GTACAA_132_CCTCGA_261	0.0015551942091947568
SApB	GTACAA_132_CCTCGA_261	0.002293346806469667
SBAB	GTACAA_132_CCTCGA_261	0.4856129620130629
SBBB	GTACAA_132_CCTCGA_261	0.002408531960659977
SBLB	GTACAA_132_CCTCGA_261	0.0012797840964314704
SBSB	GTACAA_132_CCTCGA_261	0.0018973887226858737
SBpB	GTACAA_132_CCTCGA_261	0.0021345151157262654
SLAB	GTACAA_132_CCTCGA_261	0.26340493451841507
SLBB	GTACAA_132_CCTCGA_261	0.0015641632616136183
SLLB	GTACAA_132_CCTCGA_261	0.0029496796374433505
SLSB	GTACAA_132_CCTCGA_261	0.0014556811825131794
SLpB	GTACAA_132_CCTCGA_261	0.0002300966405890474
SSAB	GTACAA_132_CCTCGA_261	0.3100462844335726
SSBB	GTACAA_132_CCTCGA_261	0.0016266665261149486
SSLB	GTACAA_132_CCTCGA_261	0.0015710576366842139
SSSB	GTACAA_132_CCTCGA_261	0.001864084338770379
SSpB	GTACAA_132_CCTCGA_261	0.001337314526348368
SpAB	GTACAA_132_CCTCGA_261	0.345932353909983
SpBB	GTACAA_132_CCTCGA_261	0.002773027542260827
SpLB	GTACAA_132_CCTCGA_261	0.004925120342307006
SpSB	GTACAA_132_CCTCGA_261	0.001753550731042984
SppB	GTACAA_132_CCTCGA_261	0.004169806468849622
pAAB	GTACAA_132_CCTCGA_261	0.028061696850291598
pABB	GTACAA_132_CCTCGA_261	0.0018336651921050653
pALB	GTACAA_132_CCTCGA_261	0.0008097392081308986
pApB	GTACAA_132_CCTCGA_261	0.002005631719632604
pBAB	GTACAA_132_CCTCGA_261	0.07435430429132082
pBBB	GTACAA_132_CCTCGA_261	0.003513022519623577
pBLB	GTACAA_132_CCTCGA_261	0.0018624323452911596
pBSB	GTACAA_132_CCTCGA_261	0.0028217367695510527
pBpB	GTACAA_132_CCTCGA_261	0.005252239634259137
pLAB	GTACAA_132_CCTCGA_261	0.2511723742080223
pLBB	GTACAA_132_CCTCGA_261	0.004279805770625249
pLLB	GTACAA_132_CCTCGA_261	0.0004218644783546572
pLSB	GTACAA_132_CCTCGA_261	0.0004274805030284095
pLpB	GTACAA_132_CCTCGA_261	0.0011075050197386464
pSAB	GTACAA_132_CCTCGA_261	0.4588367635139887
pSBB	GTACAA_132_CCTCGA_261	0.00409976735287531
pSLB	GTACAA_132_CCTCGA_261	0.0035879004955595897
pSSB	GTACAA_132_CCTCGA_261	0.0009089711173962739
pSpB	GTACAA_132_CCTCGA_261	0.0005594928304761699
ppAB	GTACAA_132_CCTCGA_261	0.11672516446762057
ppBB	GTACAA_132_CCTCGA_261	0.00475915407079362
ppLB	GTACAA_132_CCTCGA_261	0.0014366154184924634
ppSB	GTACAA_132_CCTCGA_261	0.004459146200735823
pppB	GTACAA_132_CCTCGA_261	0.0021216965765527116
pBBL	GTACAA_132_CTCCGA_162	0.00039899743003664464
pLBB	GTACAA_132_CTCCGA_162	0.00024084778420038535
pSBL	GTACAA_132_CTCCGA_162	0.00033187821967298143
ApBp	GTACAA_132_CTCCGA_195	0.0008904913074229089
BpBB	GTACAA_132_CTCCGA_195	0.0007206658207161098
BpSA	GTACAA_132_CTCCGA_195	0.00011436413540713633
BpSB	GTACAA_132_CTCCGA_195	0.0009553558589875912
LpBB	GTACAA_132_CTCCGA_195	0.0005693129162945489
LpBS	GTACAA_132_CTCCGA_195	0.0005114447698033838
SpBS	GTACAA_132_CTCCGA_195	0.00015851989300703348
SpBp	GTACAA_132_CTCCGA_195	0.000151285930408472
