RE	best_category	fraction
ASBL	full_length	1.0
ASBS	full_length	1.0
ASBp	full_length	1.0
ASLA	full_length	1.0
ASLB	full_length	1.0
ASLL	full_length	1.0
ASLS	full_length	1.0
ASLp	full_length	1.0
ASSA	full_length	1.0
ASSB	full_length	1.0
ASSL	full_length	1.0
ASSS	full_length	1.0
ASSp	full_length	1.0
ASpA	full_length	1.0
ASpB	full_length	1.0
ASpL	full_length	1.0
ASpS	full_length	1.0
ASpp	full_length	1.0
ApAA	full_length	1.0
ApAB	full_length	1.0
ApAL	full_length	1.0
ApAS	full_length	1.0
ApAp	full_length	1.0
ApBA	full_length	1.0
ApBB	full_length	1.0
ApBL	full_length	1.0
ApBS	full_length	1.0
ApBp	full_length	1.0
ApLA	full_length	1.0
ApLB	full_length	1.0
ApLL	full_length	1.0
ApLS	full_length	1.0
ApLp	full_length	1.0
ApSA	full_length	1.0
ApSB	full_length	1.0
ApSL	full_length	1.0
ApSS	full_length	1.0
ApSp	full_length	1.0
AppA	full_length	1.0
AppB	full_length	1.0
AppL	full_length	1.0
AppS	full_length	1.0
Appp	full_length	1.0
BAAA	full_length	1.0
BAAB	full_length	1.0
BAAL	full_length	1.0
BAAS	full_length	1.0
BAAp	full_length	1.0
BABA	full_length	1.0
BABB	full_length	1.0
BABL	full_length	1.0
BABS	full_length	1.0
BABp	full_length	1.0
BALA	full_length	1.0
BALB	full_length	1.0
BALL	full_length	1.0
BALS	full_length	1.0
BALp	full_length	1.0
BASA	full_length	1.0
BASB	full_length	1.0
BASL	full_length	1.0
BASS	full_length	1.0
BASp	full_length	1.0
BApA	full_length	1.0
BApB	full_length	1.0
BApL	full_length	1.0
BApS	full_length	1.0
BApp	full_length	1.0
BBAA	full_length	1.0
BBAB	full_length	1.0
BBAL	full_length	1.0
BBAS	full_length	1.0
BBAp	full_length	1.0
BBBA	full_length	1.0
BBBB	full_length	1.0
BBBL	full_length	1.0
BBBS	full_length	1.0
BBBp	full_length	1.0
BBLA	full_length	1.0
BBLB	full_length	1.0
BBLL	full_length	1.0
BBLS	full_length	1.0
BBLp	full_length	1.0
BBSA	full_length	1.0
BBSB	full_length	1.0
BBSL	full_length	1.0
BBSS	full_length	1.0
BBSp	full_length	1.0
BBpA	full_length	1.0
BBpB	full_length	1.0
BBpL	full_length	1.0
BBpS	full_length	1.0
BBpp	full_length	1.0
BLAA	full_length	1.0
BLAB	full_length	1.0
BLAL	full_length	1.0
BLAS	full_length	1.0
BLAp	full_length	1.0
BLBA	full_length	1.0
BLBB	full_length	1.0
BLBL	full_length	1.0
BLBS	full_length	1.0
BLBp	full_length	1.0
BLLA	full_length	1.0
BLLB	full_length	1.0
BLLL	full_length	1.0
BLLS	full_length	1.0
BLLp	full_length	1.0
BLSA	full_length	1.0
BLSB	full_length	1.0
BLSL	full_length	1.0
BLSS	full_length	1.0
BLSp	full_length	1.0
BLpA	full_length	1.0
BLpB	full_length	1.0
BLpL	full_length	1.0
BLpS	full_length	1.0
BLpp	full_length	1.0
BSAA	full_length	1.0
BSAB	full_length	1.0
BSAL	full_length	1.0
BSAS	full_length	1.0
BSAp	full_length	1.0
BSBA	full_length	1.0
BSBB	full_length	1.0
BSBL	full_length	1.0
BSBS	full_length	1.0
BSBp	full_length	1.0
BSLA	full_length	1.0
BSLB	full_length	1.0
BSLL	full_length	1.0
BSLS	full_length	1.0
BSLp	full_length	1.0
BSSA	full_length	1.0
BSSB	full_length	1.0
BSSL	full_length	1.0
BSSS	full_length	1.0
BSSp	full_length	1.0
BSpA	full_length	1.0
BSpB	full_length	1.0
BSpL	full_length	1.0
BSpS	full_length	1.0
BSpp	full_length	1.0
BpAA	full_length	1.0
BpAB	full_length	1.0
BpAL	full_length	1.0
BpAS	full_length	1.0
BpAp	full_length	1.0
BpBA	full_length	1.0
BpBB	full_length	1.0
BpBL	full_length	1.0
BpBS	full_length	1.0
BpBp	full_length	1.0
BpLA	full_length	1.0
BpLB	full_length	1.0
BpLL	full_length	1.0
BpLS	full_length	1.0
BpLp	full_length	1.0
BpSA	full_length	1.0
BpSB	full_length	1.0
BpSL	full_length	1.0
BpSS	full_length	1.0
BpSp	full_length	1.0
BppA	full_length	1.0
BppB	full_length	1.0
BppL	full_length	1.0
BppS	full_length	1.0
Bppp	full_length	1.0
C14orf28	full_length	1.0
Dna2	full_length	1.0
FIGNL2	full_length	1.0
HMGA2	full_length	1.0
LAAA	full_length	1.0
LAAB	full_length	1.0
LAAL	full_length	1.0
LAAS	full_length	1.0
LAAp	full_length	1.0
LABA	full_length	1.0
LABB	full_length	1.0
LABL	full_length	1.0
LABS	full_length	1.0
LABp	full_length	1.0
LALA	full_length	1.0
LALB	full_length	1.0
LALL	full_length	1.0
LALS	full_length	1.0
LALp	full_length	1.0
LASA	full_length	1.0
LASB	full_length	1.0
LASL	full_length	1.0
LASS	full_length	1.0
LASp	full_length	1.0
LApA	full_length	1.0
LApB	full_length	1.0
LApL	full_length	1.0
LApS	full_length	1.0
LApp	full_length	1.0
LBAA	full_length	1.0
LBAB	full_length	1.0
LBAL	full_length	1.0
LBAS	full_length	1.0
LBAp	full_length	1.0
LBBA	full_length	1.0
LBBB	full_length	1.0
LBBL	full_length	1.0
LBBS	full_length	1.0
LBBp	full_length	1.0
LBLA	full_length	1.0
LBLB	full_length	1.0
LBLL	full_length	1.0
LBLS	full_length	1.0
LBLp	full_length	1.0
LBSA	full_length	1.0
LBSB	full_length	1.0
LBSL	full_length	1.0
LBSS	full_length	1.0
LBSp	full_length	1.0
LBpA	full_length	1.0
LBpB	full_length	1.0
LBpL	full_length	1.0
LBpS	full_length	1.0
LBpp	full_length	1.0
LLAA	full_length	1.0
LLAB	full_length	1.0
LLAL	full_length	1.0
LLAS	full_length	1.0
LLAp	full_length	1.0
LLBA	full_length	1.0
LLBB	full_length	1.0
LLBL	full_length	1.0
LLBS	full_length	1.0
LLBp	full_length	1.0
LLLA	full_length	1.0
LLLB	full_length	1.0
LLLL	full_length	1.0
LLLS	full_length	1.0
LLLp	full_length	1.0
LLSA	full_length	1.0
LLSB	full_length	1.0
LLSL	full_length	1.0
LLSS	full_length	1.0
LLSp	full_length	1.0
LLpA	full_length	1.0
LLpB	full_length	1.0
LLpL	full_length	1.0
LLpS	full_length	1.0
LLpp	full_length	1.0
LSAA	full_length	1.0
LSAB	full_length	1.0
LSAL	full_length	1.0
LSAS	full_length	1.0
LSAp	full_length	1.0
LSBA	full_length	1.0
LSBB	full_length	1.0
LSBL	full_length	1.0
LSBS	full_length	1.0
LSBp	full_length	1.0
LSLA	full_length	1.0
LSLB	full_length	1.0
LSLL	full_length	1.0
LSLS	full_length	1.0
LSLp	full_length	1.0
LSSA	full_length	1.0
LSSB	full_length	1.0
LSSL	full_length	1.0
LSSS	full_length	1.0
LSSp	full_length	1.0
LSpA	full_length	1.0
LSpB	full_length	1.0
LSpL	full_length	1.0
LSpS	full_length	1.0
LSpp	full_length	1.0
LpAA	full_length	1.0
LpAB	full_length	1.0
LpAL	full_length	1.0
LpAS	full_length	1.0
LpAp	full_length	1.0
LpBA	full_length	1.0
LpBB	full_length	1.0
LpBL	full_length	1.0
LpBS	full_length	1.0
LpBp	full_length	1.0
LpLA	full_length	1.0
LpLB	full_length	1.0
LpLL	full_length	1.0
LpLS	full_length	1.0
LpLp	full_length	1.0
LpSA	full_length	1.0
LpSB	full_length	1.0
LpSL	full_length	1.0
LpSS	full_length	1.0
LpSp	full_length	1.0
LppA	full_length	1.0
LppB	full_length	1.0
LppL	full_length	1.0
LppS	full_length	1.0
Lppp	full_length	1.0
SAAA	full_length	1.0
SAAB	full_length	1.0
SAAL	full_length	1.0
SAAS	full_length	1.0
SAAp	full_length	1.0
SABA	full_length	1.0
SABB	full_length	1.0
SABL	full_length	1.0
SABS	full_length	1.0
SABp	full_length	1.0
SALA	full_length	1.0
SALB	full_length	1.0
SALL	full_length	1.0
SALS	full_length	1.0
SALp	full_length	1.0
SASA	full_length	1.0
SASB	full_length	1.0
SASL	full_length	1.0
SASS	full_length	1.0
SASp	full_length	1.0
SApA	full_length	1.0
SApB	full_length	1.0
SApL	full_length	1.0
SApS	full_length	1.0
SApp	full_length	1.0
SBAA	full_length	1.0
SBAB	full_length	1.0
SBAL	full_length	1.0
SBAS	full_length	1.0
SBAp	full_length	1.0
SBBA	full_length	1.0
SBBB	full_length	1.0
SBBL	full_length	1.0
SBBS	full_length	1.0
SBBp	full_length	1.0
SBLA	full_length	1.0
SBLB	full_length	1.0
SBLL	full_length	1.0
SBLS	full_length	1.0
SBLp	full_length	1.0
SBSA	full_length	1.0
SBSB	full_length	1.0
SBSL	full_length	1.0
SBSS	full_length	1.0
SBSp	full_length	1.0
SBpA	full_length	1.0
SBpB	full_length	1.0
SBpL	full_length	1.0
SBpS	full_length	1.0
SBpp	full_length	1.0
SLAA	full_length	1.0
SLAB	full_length	1.0
SLAL	full_length	1.0
SLAS	full_length	1.0
SLAp	full_length	1.0
SLBA	full_length	1.0
SLBB	full_length	1.0
SLBL	full_length	1.0
SLBS	full_length	1.0
SLBp	full_length	1.0
SLLA	full_length	1.0
SLLB	full_length	1.0
SLLL	full_length	1.0
SLLS	full_length	1.0
SLLp	full_length	1.0
SLSA	full_length	1.0
SLSB	full_length	1.0
SLSL	full_length	1.0
SLSS	full_length	1.0
SLSp	full_length	1.0
SLpA	full_length	1.0
SLpB	full_length	1.0
SLpL	full_length	1.0
SLpS	full_length	1.0
SLpp	full_length	1.0
SMARCAD1	full_length	1.0
SSAA	full_length	1.0
SSAB	full_length	1.0
SSAL	full_length	1.0
SSAS	full_length	1.0
SSAp	full_length	1.0
SSBA	full_length	1.0
SSBB	full_length	1.0
SSBL	full_length	1.0
SSBS	full_length	1.0
SSBp	full_length	1.0
SSLA	full_length	1.0
SSLB	full_length	1.0
SSLL	full_length	1.0
SSLS	full_length	1.0
SSLp	full_length	1.0
SSSA	full_length	1.0
SSSB	full_length	1.0
SSSL	full_length	1.0
SSSS	full_length	1.0
SSSp	full_length	1.0
SSpA	full_length	1.0
SSpB	full_length	1.0
SSpL	full_length	1.0
SSpS	full_length	1.0
SSpp	full_length	1.0
SpAA	full_length	1.0
SpAB	full_length	1.0
SpAL	full_length	1.0
SpAS	full_length	1.0
SpAp	full_length	1.0
SpBA	full_length	1.0
SpBB	full_length	1.0
SpBL	full_length	1.0
SpBS	full_length	1.0
SpBp	full_length	1.0
SpLA	full_length	1.0
SpLB	full_length	1.0
SpLL	full_length	1.0
SpLS	full_length	1.0
SpLp	full_length	1.0
SpSA	full_length	1.0
SpSB	full_length	1.0
SpSL	full_length	1.0
SpSS	full_length	1.0
SpSp	full_length	1.0
SppA	full_length	1.0
SppB	full_length	1.0
SppL	full_length	1.0
SppS	full_length	1.0
Sppp	full_length	1.0
pAAA	full_length	1.0
pAAB	full_length	1.0
pAAL	full_length	1.0
pAAS	full_length	1.0
pAAp	full_length	1.0
pABA	full_length	1.0
pABB	full_length	1.0
pABL	full_length	1.0
pABS	full_length	1.0
pABp	full_length	1.0
pALA	full_length	1.0
pALB	full_length	1.0
pALL	full_length	1.0
pALS	full_length	1.0
pALp	full_length	1.0
pASA	full_length	1.0
pASB	full_length	1.0
pASL	full_length	1.0
pASS	full_length	1.0
pASp	full_length	1.0
pApA	full_length	1.0
pApB	full_length	1.0
pApL	full_length	1.0
pApS	full_length	1.0
pApp	full_length	1.0
pBAA	full_length	1.0
pBAB	full_length	1.0
pBAL	full_length	1.0
pBAS	full_length	1.0
pBAp	full_length	1.0
pBBA	full_length	1.0
pBBB	full_length	1.0
pBBL	full_length	1.0
pBBS	full_length	1.0
pBBp	full_length	1.0
pBLA	full_length	1.0
pBLB	full_length	1.0
pBLL	full_length	1.0
pBLS	full_length	1.0
pBLp	full_length	1.0
pBSA	full_length	1.0
pBSB	full_length	1.0
pBSL	full_length	1.0
pBSS	full_length	1.0
pBSp	full_length	1.0
pBpA	full_length	1.0
pBpB	full_length	1.0
pBpL	full_length	1.0
pBpS	full_length	1.0
pBpp	full_length	1.0
pLAA	full_length	1.0
pLAB	full_length	1.0
pLAL	full_length	1.0
pLAS	full_length	1.0
pLAp	full_length	1.0
pLBA	full_length	1.0
pLBB	full_length	1.0
pLBL	full_length	1.0
pLBS	full_length	1.0
pLBp	full_length	1.0
pLLA	full_length	1.0
pLLB	full_length	1.0
pLLL	full_length	1.0
pLLS	full_length	1.0
pLLp	full_length	1.0
pLSA	full_length	1.0
pLSB	full_length	1.0
pLSL	full_length	1.0
pLSS	full_length	1.0
pLSp	full_length	1.0
pLpA	full_length	1.0
pLpB	full_length	1.0
pLpL	full_length	1.0
pLpS	full_length	1.0
pLpp	full_length	1.0
pSAA	full_length	1.0
pSAB	full_length	1.0
pSAL	full_length	1.0
pSAS	full_length	1.0
pSAp	full_length	1.0
pSBA	full_length	1.0
pSBB	full_length	1.0
pSBL	full_length	1.0
pSBS	full_length	1.0
pSBp	full_length	1.0
pSLA	full_length	1.0
pSLB	full_length	1.0
pSLL	full_length	1.0
pSLS	full_length	1.0
pSLp	full_length	1.0
pSSA	full_length	1.0
pSSB	full_length	1.0
pSSL	full_length	1.0
pSSS	full_length	1.0
pSSp	full_length	1.0
pSpA	full_length	1.0
pSpB	full_length	1.0
pSpL	full_length	1.0
pSpS	full_length	1.0
pSpp	full_length	1.0
ppAA	full_length	1.0
ppAB	full_length	1.0
ppAL	full_length	1.0
ppAS	full_length	1.0
ppAp	full_length	1.0
ppBA	full_length	1.0
ppBB	full_length	1.0
ppBL	full_length	1.0
ppBS	full_length	1.0
ppBp	full_length	1.0
ppLA	full_length	1.0
ppLB	full_length	1.0
ppLL	full_length	1.0
ppLS	full_length	1.0
ppLp	full_length	1.0
ppSA	full_length	1.0
ppSB	full_length	1.0
ppSL	full_length	1.0
ppSS	full_length	1.0
ppSp	full_length	1.0
pppA	full_length	1.0
pppB	full_length	1.0
pppL	full_length	1.0
pppS	full_length	1.0
pppp	full_length	1.0
